order_id,customer_id,product,quantity,price,order_date,order_value,month,is_large_order
ORD-000087,CUST-0005,laptop stand,2,24.28,2025-03-14,48.56,3,False
ORD-001245,CUST-0246,monitor,3,409.67,2025-11-20,1229.01,11,True
ORD-000049,CUST-0218,laptop stand,6,31.68,2025-10-22,190.07999999999998,10,False
ORD-002744,CUST-0322,webcam,4,30.09,2024-05-31,120.36,5,False
ORD-001156,CUST-0216,notebook,2,4.75,2024-09-09,9.5,9,False
ORD-003843,CUST-0011,monitor,2,349.93,2024-02-20,699.86,2,True
ORD-003138,CUST-0019,mechanical keyboard,3,101.82,2024-05-04,305.46,5,False
ORD-002080,CUST-0205,external ssd,1,60.31,2024-11-11,60.31,11,False
ORD-003215,CUST-0137,wireless mouse,7,37.17,2024-12-16,260.19,12,False
ORD-000380,CUST-0023,notebook,2,12.34,2025-06-10,24.68,6,False
ORD-004137,CUST-0180,notebook,4,13.43,2025-04-04,53.72,4,False
ORD-001962,CUST-0072,monitor,3,143.88,2024-03-24,431.64,3,True
ORD-000645,CUST-0185,wireless mouse,6,24.36,2025-02-03,146.16,2,False
ORD-003175,CUST-0115,mechanical keyboard,4,88.74,2025-05-25,354.96,5,False
ORD-002176,CUST-0340,mechanical keyboard,5,170.48,2024-07-10,852.4,7,True
ORD-001304,CUST-0192,webcam,2,63.21,2024-01-25,126.42,1,False
ORD-001491,CUST-0156,headset,5,107.49,2025-08-05,537.4499999999999,8,True
ORD-003642,CUST-0298,webcam,5,68.14,2025-08-22,340.7,8,False
ORD-000787,CUST-0170,external ssd,3,171.84,2025-12-13,515.52,12,True
ORD-002974,CUST-0216,mechanical keyboard,8,79.7,2025-01-25,637.6,1,True
ORD-004662,CUST-0330,mechanical keyboard,5,98.27,2025-09-09,491.34999999999997,9,True
ORD-000161,CUST-0161,wireless mouse,6,39.06,2025-05-15,234.36,5,False
ORD-001378,CUST-0015,usb-c hub,2,63.04,2024-02-13,126.08,2,False
ORD-004365,CUST-0354,headset,8,36.98,2025-10-16,295.84,10,False
ORD-003351,CUST-0024,external ssd,3,93.99,2024-11-06,281.96999999999997,11,False
ORD-001281,CUST-0252,desk lamp,6,24.26,2024-05-14,145.56,5,False
ORD-003512,CUST-0030,laptop stand,4,66.25,2025-08-21,265.0,8,False
ORD-000765,CUST-0374,desk lamp,8,50.71,2025-09-08,405.68,9,True
ORD-003963,CUST-0178,laptop stand,8,43.77,2025-05-27,350.16,5,False
ORD-002436,CUST-0057,notebook,5,6.24,2025-12-07,31.200000000000003,12,False
ORD-001702,CUST-0072,webcam,3,128.47,2024-10-12,385.40999999999997,10,False
ORD-003236,CUST-0234,headset,5,67.0,2024-02-10,335.0,2,False
ORD-000862,CUST-0397,wireless mouse,4,43.39,2025-06-26,173.56,6,False
ORD-000306,CUST-0160,webcam,1,78.04,2024-11-04,78.04,11,False
ORD-003136,CUST-0004,external ssd,1,217.25,2025-05-31,217.25,5,False
ORD-004578,CUST-0184,wireless mouse,2,26.16,2024-09-13,52.32,9,False
ORD-004042,CUST-0105,webcam,1,73.95,2025-11-07,73.95,11,False
ORD-002320,CUST-0310,wireless mouse,7,42.25,2025-08-11,295.75,8,False
ORD-000399,CUST-0135,usb-c hub,8,42.02,2024-07-03,336.16,7,False
ORD-001732,CUST-0097,laptop stand,1,27.26,2024-03-26,27.26,3,False
ORD-001188,CUST-0304,external ssd,3,150.51,2025-03-28,451.53,3,True
ORD-001120,CUST-0180,external ssd,8,51.91,2024-02-18,415.28,2,True
ORD-001798,CUST-0324,webcam,2,44.48,2024-05-16,88.96,5,False
ORD-004129,CUST-0287,external ssd,4,215.29,2025-12-14,861.16,12,True
ORD-003366,CUST-0096,desk lamp,2,30.13,2025-11-12,60.26,11,False
ORD-003681,CUST-0066,wireless mouse,5,36.18,2025-02-11,180.9,2,False
ORD-002352,CUST-0101,monitor,8,308.47,2024-05-15,2467.76,5,True
ORD-004804,CUST-0075,external ssd,3,68.12,2025-01-30,204.36,1,False
ORD-001386,CUST-0110,mechanical keyboard,1,64.77,2025-02-15,64.77,2,False
ORD-001384,CUST-0118,usb-c hub,2,49.29,2025-06-16,98.58,6,False
ORD-003009,CUST-0067,usb-c hub,4,89.3,2025-05-11,357.2,5,False
ORD-001783,CUST-0376,external ssd,4,206.98,2025-11-13,827.92,11,True
ORD-002209,CUST-0072,headset,6,114.45,2025-06-21,686.7,6,True
ORD-000302,CUST-0265,desk lamp,3,29.77,2024-03-30,89.31,3,False
ORD-002056,CUST-0390,laptop stand,2,51.47,2024-02-12,102.94,2,False
ORD-001445,CUST-0119,desk lamp,6,55.39,2024-11-15,332.34000000000003,11,False
ORD-002717,CUST-0289,usb-c hub,5,28.43,2025-10-03,142.15,10,False
ORD-002361,CUST-0237,mechanical keyboard,3,96.13,2024-04-22,288.39,4,False
ORD-003930,CUST-0050,mechanical keyboard,3,149.0,2025-08-24,447.0,8,True
ORD-000573,CUST-0354,laptop stand,6,25.06,2025-04-23,150.35999999999999,4,False
ORD-001498,CUST-0172,webcam,6,129.84,2024-03-09,779.04,3,True
ORD-000629,CUST-0300,wireless mouse,6,37.28,2025-03-29,223.68,3,False
ORD-004491,CUST-0337,external ssd,5,138.51,2025-04-20,692.55,4,True
ORD-000671,CUST-0262,desk lamp,8,47.18,2025-10-07,377.44,10,False
ORD-002461,CUST-0180,desk lamp,7,40.51,2024-08-03,283.57,8,False
ORD-004176,CUST-0013,mechanical keyboard,2,65.67,2025-07-01,131.34,7,False
ORD-003691,CUST-0367,external ssd,8,181.14,2024-10-06,1449.12,10,True
ORD-004248,CUST-0210,mechanical keyboard,8,91.83,2025-10-16,734.64,10,True
ORD-003335,CUST-0056,wireless mouse,8,16.5,2025-01-31,132.0,1,False
ORD-001279,CUST-0077,wireless mouse,6,27.86,2025-07-07,167.16,7,False
ORD-002232,CUST-0350,wireless mouse,8,39.34,2025-07-27,314.72,7,False
ORD-002689,CUST-0255,mechanical keyboard,1,123.05,2024-01-12,123.05,1,False
ORD-004555,CUST-0009,desk lamp,4,54.27,2025-06-05,217.08,6,False
ORD-003768,CUST-0086,desk lamp,3,29.19,2024-04-14,87.57000000000001,4,False
ORD-004713,CUST-0128,usb-c hub,6,49.42,2024-05-16,296.52,5,False
ORD-002354,CUST-0033,wireless mouse,7,16.42,2024-07-03,114.94000000000001,7,False
ORD-000357,CUST-0261,wireless mouse,5,32.97,2025-11-28,164.85,11,False
ORD-004559,CUST-0360,desk lamp,7,37.38,2024-01-09,261.66,1,False
ORD-001205,CUST-0081,usb-c hub,5,54.23,2025-12-11,271.15,12,False
ORD-003815,CUST-0146,desk lamp,1,49.92,2025-01-20,49.92,1,False
ORD-003096,CUST-0399,laptop stand,8,72.67,2024-05-07,581.36,5,True
ORD-002070,CUST-0088,usb-c hub,5,63.41,2024-11-04,317.04999999999995,11,False
ORD-003419,CUST-0172,usb-c hub,3,69.48,2025-03-18,208.44,3,False
ORD-003875,CUST-0194,monitor,2,232.38,2025-07-21,464.76,7,True
ORD-002722,CUST-0153,laptop stand,3,31.12,2024-01-21,93.36,1,False
ORD-000720,CUST-0312,mechanical keyboard,7,121.78,2024-04-21,852.46,4,True
ORD-002332,CUST-0269,desk lamp,4,36.06,2024-12-31,144.24,12,False
ORD-000924,CUST-0108,mechanical keyboard,7,161.12,2024-07-27,1127.8400000000001,7,True
ORD-002351,CUST-0308,laptop stand,5,58.87,2025-05-31,294.34999999999997,5,False
ORD-003801,CUST-0012,headset,1,137.19,2024-04-30,137.19,4,False
ORD-000904,CUST-0197,wireless mouse,1,28.5,2025-03-22,28.5,3,False
ORD-004234,CUST-0123,desk lamp,1,47.16,2025-12-31,47.16,12,False
ORD-002515,CUST-0360,mechanical keyboard,1,162.39,2025-03-02,162.39,3,False
ORD-003253,CUST-0122,laptop stand,1,22.5,2024-10-29,22.5,10,False
ORD-003361,CUST-0096,notebook,4,9.74,2024-12-21,38.96,12,False
ORD-004781,CUST-0141,monitor,6,380.93,2025-12-06,2285.58,12,True
ORD-001900,CUST-0356,mechanical keyboard,6,96.53,2025-11-25,579.1800000000001,11,True
ORD-002996,CUST-0197,desk lamp,1,20.57,2024-10-22,20.57,10,False
ORD-002002,CUST-0083,headset,7,114.06,2025-01-03,798.4200000000001,1,True
ORD-000437,CUST-0365,monitor,4,194.53,2024-02-13,778.12,2,True
ORD-000234,CUST-0209,laptop stand,7,32.5,2024-06-17,227.5,6,False
ORD-000711,CUST-0120,headset,2,28.92,2025-08-27,57.84,8,False
ORD-001372,CUST-0346,external ssd,4,92.32,2024-02-13,369.28,2,False
ORD-003064,CUST-0112,laptop stand,1,72.52,2025-03-22,72.52,3,False
ORD-004058,CUST-0297,laptop stand,3,39.87,2025-05-02,119.60999999999999,5,False
ORD-003060,CUST-0400,external ssd,7,153.52,2024-01-14,1074.64,1,True
ORD-003984,CUST-0091,mechanical keyboard,6,157.73,2024-02-01,946.3799999999999,2,True
ORD-001733,CUST-0281,notebook,6,4.49,2024-11-17,26.94,11,False
ORD-002200,CUST-0371,headset,7,64.68,2024-11-02,452.76000000000005,11,True
ORD-004095,CUST-0153,notebook,1,9.37,2025-01-15,9.37,1,False
ORD-004636,CUST-0132,headset,6,90.25,2024-01-16,541.5,1,True
ORD-001542,CUST-0288,wireless mouse,8,29.17,2025-10-19,233.36,10,False
ORD-000969,CUST-0052,notebook,7,14.88,2025-08-23,104.16000000000001,8,False
ORD-002857,CUST-0024,desk lamp,4,54.49,2025-09-26,217.96,9,False
ORD-003614,CUST-0030,usb-c hub,7,53.54,2025-12-03,374.78,12,False
ORD-003607,CUST-0317,monitor,5,250.6,2024-05-15,1253.0,5,True
ORD-003695,CUST-0302,laptop stand,4,52.2,2024-12-19,208.8,12,False
ORD-001560,CUST-0240,wireless mouse,1,35.78,2025-12-06,35.78,12,False
ORD-002785,CUST-0108,wireless mouse,7,23.34,2025-04-05,163.38,4,False
ORD-004160,CUST-0304,headset,4,37.47,2025-05-05,149.88,5,False
ORD-004761,CUST-0044,webcam,1,38.48,2024-11-05,38.48,11,False
ORD-003616,CUST-0364,wireless mouse,4,19.46,2025-07-19,77.84,7,False
ORD-004221,CUST-0139,notebook,2,12.45,2025-11-15,24.9,11,False
ORD-001520,CUST-0204,notebook,7,4.91,2024-07-01,34.370000000000005,7,False
ORD-001580,CUST-0107,monitor,8,379.31,2025-09-24,3034.48,9,True
ORD-002013,CUST-0287,external ssd,3,90.84,2025-02-22,272.52,2,False
ORD-003632,CUST-0027,laptop stand,5,62.13,2024-07-26,310.65000000000003,7,False
ORD-003299,CUST-0192,external ssd,6,178.85,2024-02-22,1073.1,2,True
ORD-002728,CUST-0136,external ssd,4,212.56,2025-04-03,850.24,4,True
ORD-001667,CUST-0278,usb-c hub,2,34.24,2025-04-16,68.48,4,False
ORD-004385,CUST-0232,external ssd,1,78.63,2025-03-11,78.63,3,False
ORD-001093,CUST-0257,monitor,7,390.83,2025-11-02,2735.81,11,True
ORD-003953,CUST-0265,notebook,5,14.12,2025-04-17,70.6,4,False
ORD-001606,CUST-0147,desk lamp,2,50.96,2024-12-09,101.92,12,False
ORD-003955,CUST-0379,desk lamp,5,49.76,2024-04-18,248.79999999999998,4,False
ORD-001704,CUST-0043,monitor,5,212.62,2024-02-19,1063.1,2,True
ORD-001534,CUST-0321,desk lamp,2,53.55,2025-10-18,107.1,10,False
ORD-001452,CUST-0106,monitor,6,211.3,2025-09-24,1267.8000000000002,9,True
ORD-000796,CUST-0045,headset,4,32.79,2024-07-14,131.16,7,False
ORD-003069,CUST-0108,webcam,4,79.9,2025-09-22,319.6,9,False
ORD-002082,CUST-0257,mechanical keyboard,6,158.46,2024-12-23,950.76,12,True
ORD-003624,CUST-0338,desk lamp,5,42.41,2024-11-14,212.04999999999998,11,False
ORD-000427,CUST-0133,monitor,5,226.72,2024-04-08,1133.6,4,True
ORD-001701,CUST-0286,monitor,1,220.67,2024-11-07,220.67,11,False
ORD-002862,CUST-0214,laptop stand,8,54.78,2025-10-05,438.24,10,True
ORD-002969,CUST-0035,external ssd,8,213.01,2025-03-31,1704.08,3,True
ORD-002817,CUST-0096,notebook,1,11.49,2024-10-26,11.49,10,False
ORD-004199,CUST-0396,mechanical keyboard,8,124.48,2025-12-21,995.84,12,True
ORD-002707,CUST-0214,monitor,2,319.06,2024-10-12,638.12,10,True
ORD-003440,CUST-0118,headset,2,104.79,2025-04-16,209.58,4,False
ORD-003869,CUST-0063,webcam,8,71.77,2024-08-30,574.16,8,True
ORD-003813,CUST-0278,notebook,8,9.94,2024-11-09,79.52,11,False
ORD-002585,CUST-0137,mechanical keyboard,1,166.71,2025-01-29,166.71,1,False
ORD-000052,CUST-0317,monitor,3,367.89,2024-10-14,1103.67,10,True
ORD-003260,CUST-0298,webcam,5,63.21,2025-07-05,316.05,7,False
ORD-002860,CUST-0021,headset,4,104.86,2025-11-09,419.44,11,True
ORD-000372,CUST-0031,usb-c hub,1,67.25,2025-09-22,67.25,9,False
ORD-001288,CUST-0226,monitor,2,322.7,2025-11-02,645.4,11,True
ORD-000673,CUST-0090,monitor,3,307.23,2024-04-06,921.69,4,True
ORD-004698,CUST-0047,usb-c hub,4,73.59,2025-03-20,294.36,3,False
ORD-001740,CUST-0223,external ssd,6,181.5,2025-05-27,1089.0,5,True
ORD-001627,CUST-0120,desk lamp,5,29.65,2025-01-29,148.25,1,False
ORD-004428,CUST-0103,usb-c hub,7,65.4,2025-01-19,457.80000000000007,1,True
ORD-002666,CUST-0128,external ssd,5,145.84,2025-02-05,729.2,2,True
ORD-001492,CUST-0256,desk lamp,7,50.4,2024-09-24,352.8,9,False
ORD-002582,CUST-0106,headset,2,25.08,2024-03-17,50.16,3,False
ORD-002061,CUST-0056,usb-c hub,4,29.2,2024-07-08,116.8,7,False
ORD-002241,CUST-0389,monitor,2,309.45,2024-02-24,618.9,2,True
ORD-003828,CUST-0323,wireless mouse,3,32.71,2024-04-27,98.13,4,False
ORD-004471,CUST-0332,headset,5,116.96,2024-10-16,584.8,10,True
ORD-001628,CUST-0043,laptop stand,6,38.31,2025-08-17,229.86,8,False
ORD-004605,CUST-0081,wireless mouse,5,27.21,2025-09-21,136.05,9,False
ORD-003248,CUST-0151,headset,6,75.86,2025-03-17,455.15999999999997,3,True
ORD-004086,CUST-0274,monitor,3,403.47,2025-08-15,1210.41,8,True
ORD-000119,CUST-0301,headset,7,74.94,2025-04-08,524.5799999999999,4,True
ORD-003555,CUST-0297,webcam,1,86.38,2024-05-12,86.38,5,False
ORD-003375,CUST-0017,monitor,5,223.55,2025-08-23,1117.75,8,True
ORD-003102,CUST-0297,notebook,4,14.55,2025-04-14,58.2,4,False
ORD-001216,CUST-0023,mechanical keyboard,4,175.64,2024-11-20,702.56,11,True
ORD-000665,CUST-0325,notebook,8,3.46,2024-11-06,27.68,11,False
ORD-001915,CUST-0069,webcam,5,88.65,2024-02-25,443.25,2,True
ORD-002457,CUST-0250,mechanical keyboard,3,133.87,2025-02-10,401.61,2,True
ORD-002411,CUST-0052,usb-c hub,7,43.73,2025-08-05,306.10999999999996,8,False
ORD-003194,CUST-0093,mechanical keyboard,7,60.23,2025-01-03,421.60999999999996,1,True
ORD-000042,CUST-0146,desk lamp,5,36.94,2025-01-19,184.7,1,False
ORD-001251,CUST-0318,desk lamp,6,34.64,2024-01-05,207.84,1,False
ORD-004582,CUST-0061,laptop stand,7,64.88,2024-10-25,454.15999999999997,10,True
ORD-003465,CUST-0263,headset,4,60.36,2024-08-01,241.44,8,False
ORD-002100,CUST-0022,usb-c hub,5,85.49,2024-02-15,427.45,2,True
ORD-000759,CUST-0289,monitor,3,331.39,2024-03-08,994.17,3,True
ORD-003974,CUST-0082,usb-c hub,8,87.46,2024-05-16,699.68,5,True
ORD-001075,CUST-0288,webcam,8,122.22,2025-08-15,977.76,8,True
ORD-000658,CUST-0042,mechanical keyboard,2,84.82,2024-08-26,169.64,8,False
ORD-004511,CUST-0069,notebook,7,3.43,2024-03-30,24.01,3,False
ORD-000066,CUST-0276,wireless mouse,7,31.81,2024-01-05,222.67,1,False
ORD-000156,CUST-0127,external ssd,2,164.94,2024-11-01,329.88,11,False
ORD-003034,CUST-0057,laptop stand,5,41.55,2025-05-21,207.75,5,False
ORD-000432,CUST-0230,headset,8,71.03,2025-11-22,568.24,11,True
ORD-002648,CUST-0003,webcam,6,83.83,2024-11-15,502.98,11,True
ORD-003485,CUST-0198,external ssd,3,145.59,2025-02-03,436.77,2,True
ORD-001059,CUST-0024,mechanical keyboard,8,165.71,2025-12-13,1325.68,12,True
ORD-003760,CUST-0021,usb-c hub,3,30.58,2024-05-21,91.74,5,False
ORD-000882,CUST-0108,desk lamp,5,64.12,2025-05-30,320.6,5,False
ORD-002356,CUST-0019,external ssd,5,142.46,2024-04-26,712.3000000000001,4,True
ORD-002943,CUST-0385,laptop stand,4,23.21,2024-04-01,92.84,4,False
ORD-000751,CUST-0204,headset,5,119.15,2024-02-16,595.75,2,True
ORD-001268,CUST-0123,external ssd,8,115.55,2024-04-07,924.4,4,True
ORD-002564,CUST-0256,mechanical keyboard,5,63.68,2025-09-05,318.4,9,False
ORD-004617,CUST-0015,laptop stand,2,49.88,2025-12-30,99.76,12,False
ORD-004076,CUST-0396,headset,1,28.54,2025-05-27,28.54,5,False
ORD-002899,CUST-0090,mechanical keyboard,2,97.97,2024-06-06,195.94,6,False
ORD-003872,CUST-0254,mechanical keyboard,6,82.16,2025-09-08,492.96,9,True
ORD-004174,CUST-0254,laptop stand,8,44.61,2024-07-16,356.88,7,False
ORD-001948,CUST-0250,laptop stand,2,69.46,2025-09-13,138.92,9,False
ORD-000282,CUST-0339,webcam,2,35.86,2024-03-02,71.72,3,False
ORD-002423,CUST-0075,wireless mouse,3,27.94,2024-05-18,83.82000000000001,5,False
ORD-004467,CUST-0273,wireless mouse,3,33.06,2025-01-04,99.18,1,False
ORD-002698,CUST-0091,headset,4,62.88,2025-09-26,251.52,9,False
ORD-004432,CUST-0373,headset,3,48.92,2025-11-08,146.76,11,False
ORD-000724,CUST-0103,webcam,7,76.6,2024-04-06,536.1999999999999,4,True
ORD-001169,CUST-0263,laptop stand,1,46.0,2024-12-10,46.0,12,False
ORD-004328,CUST-0159,monitor,2,348.14,2025-09-20,696.28,9,True
ORD-003073,CUST-0215,monitor,5,328.6,2025-05-23,1643.0,5,True
ORD-002180,CUST-0372,usb-c hub,3,53.98,2025-05-19,161.94,5,False
ORD-004060,CUST-0335,webcam,8,80.27,2025-10-17,642.16,10,True
ORD-003545,CUST-0115,webcam,5,55.87,2025-12-31,279.34999999999997,12,False
ORD-004445,CUST-0022,external ssd,2,89.96,2025-03-11,179.92,3,False
ORD-003515,CUST-0341,wireless mouse,1,40.9,2024-08-13,40.9,8,False
ORD-001408,CUST-0023,laptop stand,2,71.22,2024-10-30,142.44,10,False
ORD-000123,CUST-0131,usb-c hub,5,39.36,2024-06-18,196.8,6,False
ORD-000831,CUST-0372,desk lamp,1,22.33,2025-12-19,22.33,12,False
ORD-002815,CUST-0370,webcam,3,61.03,2025-03-05,183.09,3,False
ORD-001301,CUST-0078,wireless mouse,5,18.8,2024-06-24,94.0,6,False
ORD-003272,CUST-0332,desk lamp,8,60.62,2025-09-21,484.96,9,True
ORD-004440,CUST-0217,usb-c hub,4,38.36,2024-02-29,153.44,2,False
ORD-000410,CUST-0173,notebook,7,3.86,2024-07-19,27.02,7,False
ORD-000103,CUST-0161,external ssd,3,169.59,2024-12-02,508.77,12,True
ORD-001136,CUST-0299,laptop stand,7,67.88,2024-03-11,475.15999999999997,3,True
ORD-002117,CUST-0249,desk lamp,7,39.96,2025-05-17,279.72,5,False
ORD-002863,CUST-0238,mechanical keyboard,5,112.17,2025-11-07,560.85,11,True
ORD-002763,CUST-0265,usb-c hub,6,47.03,2024-09-09,282.18,9,False
ORD-001632,CUST-0116,usb-c hub,1,45.01,2024-02-01,45.01,2,False
ORD-003017,CUST-0062,laptop stand,4,21.18,2024-01-15,84.72,1,False
ORD-002767,CUST-0133,webcam,2,95.0,2024-08-20,190.0,8,False
ORD-000642,CUST-0236,notebook,8,7.14,2025-02-16,57.12,2,False
ORD-001756,CUST-0153,usb-c hub,7,51.5,2025-05-09,360.5,5,False
ORD-004492,CUST-0256,external ssd,6,115.02,2024-05-24,690.12,5,True
ORD-003142,CUST-0203,external ssd,3,144.48,2024-02-27,433.43999999999994,2,True
ORD-004447,CUST-0398,mechanical keyboard,3,144.08,2024-08-15,432.24,8,True
ORD-003120,CUST-0005,headset,3,29.91,2025-04-01,89.73,4,False
ORD-002292,CUST-0235,usb-c hub,6,79.2,2024-05-07,475.20000000000005,5,True
ORD-002137,CUST-0394,laptop stand,5,35.33,2024-04-07,176.64999999999998,4,False
ORD-002285,CUST-0258,desk lamp,1,34.1,2024-07-15,34.1,7,False
ORD-001005,CUST-0068,desk lamp,4,19.7,2025-04-09,78.8,4,False
ORD-001023,CUST-0393,laptop stand,4,62.81,2024-03-13,251.24,3,False
ORD-001941,CUST-0222,monitor,4,312.78,2024-11-17,1251.12,11,True
ORD-002440,CUST-0186,laptop stand,8,21.75,2025-07-20,174.0,7,False
ORD-002415,CUST-0014,wireless mouse,4,16.84,2025-07-24,67.36,7,False
ORD-002691,CUST-0376,notebook,8,13.08,2025-10-31,104.64,10,False
ORD-000767,CUST-0321,usb-c hub,8,47.65,2024-11-18,381.2,11,False
ORD-000639,CUST-0013,laptop stand,6,47.79,2024-12-02,286.74,12,False
ORD-003057,CUST-0085,laptop stand,5,51.21,2024-10-09,256.05,10,False
ORD-002671,CUST-0026,wireless mouse,2,44.97,2024-06-27,89.94,6,False
ORD-001110,CUST-0333,laptop stand,6,35.36,2024-08-18,212.16,8,False
ORD-001767,CUST-0124,usb-c hub,2,89.04,2025-09-09,178.08,9,False
ORD-000970,CUST-0238,notebook,7,5.45,2025-05-29,38.15,5,False
ORD-002536,CUST-0269,desk lamp,7,29.09,2025-12-01,203.63,12,False
ORD-001094,CUST-0151,external ssd,7,85.85,2024-12-09,600.9499999999999,12,True
ORD-000893,CUST-0309,wireless mouse,7,34.21,2025-11-25,239.47,11,False
ORD-002600,CUST-0280,monitor,8,329.62,2025-09-01,2636.96,9,True
ORD-000580,CUST-0320,monitor,1,139.62,2025-02-23,139.62,2,False
ORD-000434,CUST-0162,monitor,2,336.37,2025-12-23,672.74,12,True
ORD-002591,CUST-0241,external ssd,3,45.85,2024-09-20,137.55,9,False
ORD-002766,CUST-0067,usb-c hub,3,81.99,2024-05-25,245.96999999999997,5,False
ORD-002571,CUST-0327,usb-c hub,8,81.93,2025-12-24,655.44,12,True
ORD-003018,CUST-0011,laptop stand,4,31.78,2024-01-05,127.12,1,False
ORD-003927,CUST-0223,webcam,4,113.46,2025-12-29,453.84,12,True
ORD-003301,CUST-0131,notebook,5,13.47,2024-01-03,67.35000000000001,1,False
ORD-003709,CUST-0025,desk lamp,2,41.02,2025-05-27,82.04,5,False
ORD-001329,CUST-0184,laptop stand,3,55.37,2024-01-08,166.10999999999999,1,False
ORD-004170,CUST-0227,notebook,5,9.18,2024-03-05,45.9,3,False
ORD-002186,CUST-0306,usb-c hub,3,51.84,2024-04-01,155.52,4,False
ORD-003211,CUST-0021,desk lamp,2,41.56,2025-05-29,83.12,5,False
ORD-004803,CUST-0377,wireless mouse,5,16.41,2025-10-25,82.05,10,False
ORD-002519,CUST-0395,laptop stand,2,58.44,2025-11-21,116.88,11,False
ORD-001684,CUST-0221,headset,4,120.58,2024-05-29,482.32,5,True
ORD-003902,CUST-0290,headset,3,116.05,2024-06-09,348.15,6,False
ORD-002460,CUST-0162,monitor,5,446.44,2024-06-19,2232.2,6,True
ORD-001360,CUST-0309,monitor,7,391.16,2025-07-22,2738.1200000000003,7,True
ORD-003167,CUST-0062,notebook,2,7.62,2024-07-13,15.24,7,False
ORD-004684,CUST-0325,webcam,1,40.48,2025-11-18,40.48,11,False
ORD-003378,CUST-0064,wireless mouse,8,41.62,2024-02-11,332.96,2,False
ORD-002049,CUST-0203,monitor,3,356.09,2025-04-03,1068.27,4,True
ORD-002699,CUST-0148,laptop stand,6,47.45,2025-05-03,284.70000000000005,5,False
ORD-003745,CUST-0280,monitor,5,319.73,2024-05-28,1598.65,5,True
ORD-001426,CUST-0056,notebook,4,11.35,2025-01-02,45.4,1,False
ORD-003501,CUST-0124,external ssd,5,144.2,2025-11-07,721.0,11,True
ORD-000800,CUST-0128,usb-c hub,7,77.16,2024-01-06,540.12,1,True
ORD-002364,CUST-0183,mechanical keyboard,2,156.4,2024-02-17,312.8,2,False
ORD-002465,CUST-0192,monitor,5,430.89,2025-05-16,2154.45,5,True
ORD-000780,CUST-0017,laptop stand,3,63.01,2024-09-17,189.03,9,False
ORD-001165,CUST-0264,external ssd,7,91.95,2025-03-25,643.65,3,True
ORD-002637,CUST-0343,headset,4,111.74,2024-10-02,446.96,10,True
ORD-003710,CUST-0365,laptop stand,1,21.4,2025-12-14,21.4,12,False
ORD-000741,CUST-0057,headset,6,41.68,2025-04-03,250.07999999999998,4,False
ORD-002983,CUST-0349,usb-c hub,8,61.6,2025-03-15,492.8,3,True
ORD-001443,CUST-0237,usb-c hub,1,61.04,2024-05-25,61.04,5,False
ORD-000813,CUST-0318,webcam,3,107.76,2024-11-08,323.28000000000003,11,False
ORD-004742,CUST-0018,webcam,2,47.76,2024-12-29,95.52,12,False
ORD-001215,CUST-0282,wireless mouse,3,16.22,2025-04-01,48.66,4,False
ORD-004740,CUST-0049,usb-c hub,1,47.87,2025-05-27,47.87,5,False
ORD-003608,CUST-0193,notebook,2,7.9,2024-07-14,15.8,7,False
ORD-001395,CUST-0310,wireless mouse,4,27.91,2025-02-16,111.64,2,False
ORD-004571,CUST-0297,monitor,2,166.1,2025-02-16,332.2,2,False
ORD-001981,CUST-0290,headset,4,122.97,2024-01-09,491.88,1,True
ORD-001387,CUST-0215,usb-c hub,6,47.64,2025-04-08,285.84000000000003,4,False
ORD-001529,CUST-0116,external ssd,7,213.98,2025-06-12,1497.86,6,True
ORD-003225,CUST-0087,mechanical keyboard,6,178.94,2025-07-26,1073.6399999999999,7,True
ORD-002871,CUST-0068,desk lamp,7,25.41,2025-08-16,177.87,8,False
ORD-000395,CUST-0250,wireless mouse,3,40.31,2025-06-22,120.93,6,False
ORD-004138,CUST-0221,usb-c hub,6,84.28,2025-10-02,505.68,10,True
ORD-002370,CUST-0282,external ssd,3,145.0,2025-11-03,435.0,11,True
ORD-004057,CUST-0112,notebook,4,12.94,2025-05-18,51.76,5,False
ORD-003283,CUST-0275,webcam,1,79.79,2024-09-07,79.79,9,False
ORD-003926,CUST-0261,monitor,5,441.17,2025-01-18,2205.85,1,True
ORD-004562,CUST-0331,wireless mouse,1,22.81,2025-09-12,22.81,9,False
ORD-001711,CUST-0191,usb-c hub,6,55.08,2024-04-27,330.48,4,False
ORD-003506,CUST-0187,usb-c hub,8,53.25,2024-06-29,426.0,6,True
ORD-001485,CUST-0183,wireless mouse,5,23.49,2024-03-31,117.44999999999999,3,False
ORD-001064,CUST-0048,mechanical keyboard,5,167.95,2025-12-19,839.75,12,True
ORD-001772,CUST-0082,webcam,4,46.0,2024-01-16,184.0,1,False
ORD-003885,CUST-0061,mechanical keyboard,4,124.04,2024-05-20,496.16,5,True
ORD-000044,CUST-0089,external ssd,6,113.23,2025-11-21,679.38,11,True
ORD-002276,CUST-0370,external ssd,1,98.02,2024-11-06,98.02,11,False
ORD-003494,CUST-0182,laptop stand,2,24.41,2025-08-22,48.82,8,False
ORD-000879,CUST-0204,webcam,3,55.04,2024-04-07,165.12,4,False
ORD-001383,CUST-0137,mechanical keyboard,4,69.94,2025-09-11,279.76,9,False
ORD-001072,CUST-0152,laptop stand,6,54.62,2025-07-28,327.71999999999997,7,False
